Country,Year,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness 1-19 years,thinness 5-9 years,Income composition of resources,Schooling
Italy,2012,Developed,82.0,6,2,2.138889000323256,8.475309158966631,96.0,5.932245187448011,26.779111181098123,2,96.0,9.28,97.0,0.1,34814.12436,17.902154177228965,0.5,0.6,0.877,16.6
Italy,2011,Developed,82.0,6,2,2.0769384114617173,8.601661495184524,96.0,8.554488976159934,26.779111181098123,2,96.0,9.27,96.0,0.1,38334.68477,17.899458764879085,0.5,0.5,0.872,16.4
Italy,2010,Developed,81.8,6,2,2.0731719286662407,8.56038079565814,96.0,5.921578419643816,26.750747849679986,2,96.0,9.42,96.0,0.1,35849.37364,17.897738981998117,0.5,0.5,0.869,16.4
Italy,2009,Developed,81.6,61,2,2.110213200346589,8.564900224067596,96.0,5.863631175598097,26.722384518261848,2,96.0,9.41,96.0,0.1,36976.84512,15.606497395455952,0.5,0.5,0.868,16.3
Italy,2008,Developed,81.5,61,2,2.192770226986839,4.210324565243476,96.0,7.388946097618437,26.70820285255278,2,96.0,8.89,96.0,0.1,464.18465,17.890106935408173,0.5,0.5,0.866,16.3
Italy,2007,Developed,81.3,63,2,2.2375130962503307,8.562132441945506,97.0,5.7745515455444085,26.67983952113464,2,97.0,8.48,97.0,0.1,37698.78573,15.580897304006246,0.5,0.5,0.862,16.1
Italy,2006,Developed,81.2,65,2,2.244955980157409,6.16161134365371,96.0,6.0867747269123065,26.66565785542557,2,97.0,8.82,96.0,0.1,3341.7482,17.87843290620439,0.5,0.5,0.856,16.0
Italy,2005,Developed,88.0,66,2,2.2669579153508947,8.413443813401079,96.0,4.912654885736052,27.63001112364224,2,97.0,8.71,95.0,0.1,31959.26215,17.875427309370984,0.5,0.5,0.851,15.8
Italy,2004,Developed,89.0,66,2,2.300583090323373,8.359817455816065,96.0,6.396929655216146,27.771827780732924,3,97.0,8.49,94.0,0.1,31174.56118,17.870513418380927,0.5,0.5,0.846,15.6
Italy,2003,Developed,79.9,72,2,2.33214389523559,8.166289707656793,95.0,9.304103901788348,26.481296201207684,3,97.0,8.17,96.0,0.1,27387.2258,15.56145712657204,0.5,0.5,0.841,15.4
Italy,2002,Developed,80.0,72,2,2.327277705584417,7.967049618916406,95.0,9.146974496354362,26.49547786691675,3,96.0,8.23,93.0,0.1,22196.5736,10.96124312385893,0.5,0.5,0.836,15.2
Italy,2001,Developed,79.8,75,2,2.3693087250369538,1.4163943275852706,95.0,0.0,26.467114535498613,3,96.0,8.11,93.0,0.1,24241.610812857143,13.252938905763193,0.5,0.5,0.828,14.9
Italy,2000,Developed,79.4,77,3,2.377692565480851,3.4814192129844006,94.0,7.284820912568604,26.41038787266234,3,97.0,7.91,92.25,0.1,251.2426,15.554962007618956,0.5,0.5,0.823,14.8
Jamaica,2014,Developing,75.8,133,1,1.574846467664481,6.059836617204286,92.0,0.0,25.89984790713587,1,93.0,5.36,92.0,0.5,4855.743789,12.564753576131643,1.8,1.7,0.727,12.8
Jamaica,2013,Developing,75.6,136,1,1.5665304114228238,1.8652096219946104,93.0,0.0,25.87148457571773,1,86.0,5.91,93.0,0.6,2527.487293,12.560903890900745,1.8,1.7,0.727,12.8
Jamaica,2012,Developing,75.3,138,1,1.536867219599265,3.642078365696075,96.0,0.0,25.82893957859053,1,96.0,5.66,96.0,0.5,521.33363,12.560219897545643,1.8,1.7,0.725,12.8
Jamaica,2011,Developing,75.2,139,1,1.5216989981260935,3.531503069039001,92.0,0.6931471805599453,25.814757912881458,1,93.0,5.21,92.0,0.6,513.549487,14.855608455046475,1.8,1.7,0.722,12.8
Jamaica,2010,Developing,75.0,138,1,1.5151272329628591,5.985514625126127,94.0,0.0,25.78639458146332,1,94.0,5.3,94.0,0.5,4682.728424,12.548676048081626,1.8,1.7,0.721,12.7
Jamaica,2009,Developing,74.7,142,1,1.4655675420143983,5.466821998159115,85.625,0.0,25.743849584336115,1,85.0,5.16,86.0,0.6,4293.383274,10.257062697057004,1.9,1.7,0.721,12.7
Jamaica,2008,Developing,74.5,145,1,1.506297153514587,3.489384018263576,92.0,1.0986122886681098,25.715486252917977,1,91.0,5.4,91.0,0.4,492.492378,12.539407823868244,1.9,1.7,0.718,12.6
Jamaica,2007,Developing,74.2,148,1,1.534714366238164,3.281793998201025,92.0,0.0,25.67294125579077,1,94.0,4.87,92.0,0.9,462.517913,14.836329939591735,1.9,1.7,0.714,12.5
Jamaica,2006,Developing,74.0,15,1,1.5325568680981427,5.273474158743775,97.0,0.0,25.644577924372637,1,99.0,4.22,95.0,1.5,4313.1682,12.52917012320291,1.9,1.7,0.709,12.5
Jamaica,2005,Developing,73.5,161,1,1.5238800240724537,2.88898836923294,99.0,0.0,25.57366959582729,1,99.0,4.7,99.0,1.9,482.24762,14.825172864488742,1.9,1.7,0.706,12.4
Jamaica,2004,Developing,73.3,165,1,1.541159071680806,5.264360453857204,98.0,0.0,25.54530626440916,1,97.0,4.8,98.0,2.3,3719.97351,14.819364447902212,1.9,1.8,0.689,11.1
Jamaica,2003,Developing,73.1,166,1,1.4996230464268938,5.053621139082563,85.625,0.0,25.51694293299101,1,99.0,4.56,96.0,2.3,3465.221998,14.8133857007842,1.9,1.8,0.694,11.9
Jordan,2014,Developing,74.0,113,4,0.3435897043900769,4.172515553172405,98.0,3.044522437723423,25.644577924372637,4,98.0,7.45,98.0,0.1,466.94775,11.395683532890896,3.9,3.9,0.737,13.1
Jordan,2013,Developing,73.9,114,4,0.3364722366212129,6.305588035516374,98.0,4.795790545596741,25.630396258663566,4,98.0,7.23,98.0,0.1,3992.86717,15.945343956609005,3.9,3.9,0.737,13.1
Jordan,2012,Developing,73.7,115,4,0.3435897043900769,4.229774099063861,98.0,1.3862943611198906,25.60203292724543,4,98.0,8.0,98.0,0.1,387.753211,15.894023418553283,3.9,3.9,0.735,12.9
Jordan,2011,Developing,73.6,116,4,0.3576744442718159,4.246582456412184,98.0,0.0,25.58785126153636,4,98.0,8.39,98.0,0.1,387.324145,15.840356516593106,3.8,3.9,0.737,13.1
Jordan,2010,Developing,73.4,117,4,0.412109650826833,6.575035266833699,98.0,0.0,25.559487930118223,4,98.0,8.42,98.0,0.1,3679.19275,13.48455905401576,3.8,3.8,0.739,13.2
Jordan,2009,Developing,73.3,118,4,0.4637340162321401,6.506896644862632,98.0,0.0,25.54530626440916,4,98.0,9.54,98.0,0.1,3492.1396,15.735533799399878,3.8,3.8,0.742,13.6
Jordan,2008,Developing,73.1,119,4,0.4762341789963716,6.284653877487363,97.0,1.0986122886681098,25.51694293299101,4,98.0,8.78,97.0,0.1,3385.69665,15.685745815581091,3.8,3.8,0.739,13.6
Jordan,2007,Developing,73.0,12,4,0.4700036292457356,5.924958396256075,98.0,3.737669618283368,25.502761267281947,4,98.0,8.35,98.0,0.1,2762.86354,15.638961182184657,3.8,3.8,0.736,13.6
Jordan,2006,Developing,72.8,121,4,0.4637340162321401,5.750547101507695,98.0,0.6931471805599453,25.474397935863813,4,98.0,8.8,98.0,0.1,2537.349,15.59624834431314,3.9,3.8,0.733,13.7
Jordan,2005,Developing,72.4,127,4,0.4382549309311553,3.347885309158229,95.0,3.367295829986474,25.417671273027537,4,95.0,8.88,95.0,0.1,223.83787,15.558449462560809,3.9,3.8,0.73,13.8
Jordan,2004,Developing,72.5,125,4,0.4317824164255378,3.5122984722451025,95.0,3.091042453358316,25.431852938736604,4,95.0,9.5,95.0,0.1,261.456882,15.526709796738087,3.9,3.8,0.723,13.5
Jordan,2003,Developing,72.3,127,4,0.4317824164255378,5.43713891384684,97.0,4.343805421853684,25.40348960731847,4,97.0,9.15,97.0,0.1,1889.213962,15.501312110904053,3.9,3.9,0.717,13.2
Jordan,2002,Developing,72.1,129,4,0.4317824164255378,5.56128620783751,95.0,2.995732273553991,25.375126275900328,4,95.0,9.68,95.0,0.1,1812.288374,15.480854021956256,3.9,3.9,0.712,13.0
Jordan,2001,Developing,71.9,131,4,0.4382549309311553,5.520250037041881,97.0,4.127134385045092,25.346762944482197,4,97.0,9.9,99.0,0.1,1728.2659,15.462915128322225,4.0,3.9,0.706,12.7
Jordan,2000,Developing,71.7,133,4,0.3987761199573678,5.430645735204321,93.0,3.49650756146648,25.31839961306406,4,94.0,9.65,93.0,0.1,1657.889256,10.845718898410636,4.0,4.0,0.7,12.6
Kazakhstan,2014,Developing,69.9,22,5,1.986503546020567,3.236508927505592,95.0,5.7745515455444085,25.06312963030082,5,95.0,4.36,95.0,0.1,1286.56511,16.66559403305741,2.4,2.5,0.789,15.0
Kazakhstan,2013,Developing,69.5,28,5,2.012232791986386,3.310808157072449,99.0,4.30406509320417,25.006402967464545,6,98.0,4.3,98.0,0.1,1389.8561,14.36667703652136,2.4,2.5,0.782,15.0
Kazakhstan,2012,Developing,69.1,214,6,2.05668455455722,5.465341709461229,95.0,4.02535169073515,24.949676304628277,7,98.0,4.32,99.0,0.1,12387.18982,16.636378956954097,2.4,2.5,0.774,14.7
Kazakhstan,2011,Developing,68.5,224,7,2.032087845296365,5.193901587819044,99.0,4.852030263919617,24.86458631037386,7,99.0,4.6,99.0,0.1,11634.42422,12.017131225713005,2.3,2.5,0.766,14.4
Kazakhstan,2010,Developing,67.8,236,7,2.057962510002712,2.4974630538278046,99.0,1.6094379124341005,24.76531465041038,8,98.0,4.42,99.0,0.1,4599.4110684285715,16.60799883907673,2.3,2.5,0.763,14.5
Kazakhstan,2009,Developing,67.8,235,7,2.033397603178429,6.696099615972595,99.0,0.0,24.76531465041038,8,99.0,4.13,98.0,0.1,7165.2775,12.039262167556124,2.3,2.5,0.758,14.6
Kazakhstan,2008,Developing,66.6,258,8,2.151762203259462,6.564318858528478,99.0,3.044522437723423,24.59513466190156,9,99.0,3.65,99.0,0.1,8513.564645,9.65982236550112,2.4,2.5,0.758,14.6
Kazakhstan,2007,Developing,65.3,288,8,2.132982308607866,6.216067856456811,94.0,2.6390573296152584,24.410773007683662,9,94.0,3.19,93.0,0.1,6771.414797,16.555330255081458,2.4,2.5,0.754,14.7
Kazakhstan,2006,Developing,65.0,295,8,2.089391872533004,4.346382479684544,99.0,4.700480365792417,24.36822801055646,9,99.0,3.73,99.0,0.1,5291.57565,11.943960849189924,2.4,2.5,0.747,14.3
Kazakhstan,2005,Developing,64.6,294,8,2.0719132752590443,5.866072303562439,94.0,9.68775397939693,24.311501347720185,9,99.0,4.7,98.0,0.1,3771.278957,14.23074776322114,2.4,2.5,0.737,13.9
Kazakhstan,2004,Developing,64.7,287,8,2.021547563260933,3.5529624132350386,99.0,7.698482787880946,24.325683013429256,9,99.0,3.95,89.0,0.1,2874.288291,14.229595739588223,2.5,2.6,0.725,13.5
Kazakhstan,2003,Developing,64.4,282,8,2.0255131996542803,3.195975916842342,99.0,3.218875824868201,24.28313801630205,9,99.0,3.7,99.0,0.1,268.123657,11.917850427225885,2.5,2.6,0.714,13.1
Kazakhstan,2002,Developing,64.7,276,8,1.944480556245719,4.984306738213406,95.0,2.9444389791664403,24.325683013429256,9,95.0,3.61,95.0,0.1,1658.31146,16.51411286796932,2.6,2.6,0.7,12.7
Kazakhstan,2001,Developing,64.4,284,8,1.9095425048844383,2.6107195639479075,95.0,4.553876891600541,24.28313801630205,10,95.0,3.47,95.0,0.1,149.926751,16.51407161251815,2.6,2.7,0.685,12.3
Kazakhstan,2000,Developing,63.9,292,9,1.9459101490553128,4.7321653879319845,99.0,5.5053315359323625,24.212229687756704,10,96.0,4.16,97.0,0.1,1229.958,16.515772307667014,2.7,2.7,0.676,12.1
Kenya,2014,Developing,62.9,255,56,0.009950330853168,5.147277374178614,92.0,5.872117789475416,21.3,79,93.0,5.72,92.0,2.9,1335.6458,13.044241823133252,7.8,7.7,0.546,11.1
Kenya,2013,Developing,62.6,258,58,1.043804052173115,5.117577544352099,93.0,5.25227342804663,24.027868033538816,81,94.0,5.57,87.0,3.0,1229.114798,17.618317848215646,7.9,7.7,0.541,11.1
Kenya,2012,Developing,62.1,263,59,1.0331844833456545,5.0448883664924,94.0,0.0,23.956959704993476,84,94.0,5.49,94.0,3.0,1155.2582,17.59163663222933,8.0,7.8,0.536,11.1
Kenya,2011,Developing,61.2,278,60,1.029619417181158,4.706870664273228,96.0,7.78155595923534,19.5,86,97.0,5.23,96.0,3.4,987.4453967,17.56470493888527,8.1,7.9,0.53,11.1
Kenya,2010,Developing,63.0,294,61,1.0043016091968684,4.053346201629431,44.5,4.564348191467836,18.9,89,48.0,3.97,50.5,4.3,967.34773,15.235034886964591,8.2,8.0,0.523,11.1
Kenya,2009,Developing,59.1,317,62,1.0508216248317612,2.097631521810257,88.0,7.105786129481271,18.4,91,89.0,4.17,88.0,5.0,828.3147766416668,12.956839938886256,8.2,8.1,0.514,10.7
Kenya,2008,Developing,57.9,339,64,0.9969486348916096,4.119286746918796,88.0,7.1569563646156364,17.9,95,88.0,3.9,88.0,6.4,916.8992515,17.48287054535627,8.3,8.2,0.506,10.4
Kenya,2007,Developing,56.8,356,66,1.0885619528146082,4.108142492124642,81.0,7.324489979348532,17.3,100,76.0,4.8,81.0,9.1,839.181117,12.870305815925477,8.4,8.3,0.494,10.1
Kenya,2006,Developing,55.3,388,68,1.0152306797290584,3.981620973886994,44.5,7.521859252201629,16.9,104,77.0,4.24,50.5,10.3,697.66385,10.53278930504732,8.5,8.4,0.483,9.7
Kenya,2005,Developing,54.1,412,70,1.0367368849500225,3.702702844780511,76.0,5.0369526024136295,16.4,108,48.0,4.36,76.0,11.6,519.7999346,15.10976884852973,8.6,8.5,0.474,9.6
Kenya,2004,Developing,53.0,432,72,0.8878912573524571,3.618933069874581,73.0,3.044522437723423,15.9,112,73.0,4.29,73.0,13.2,458.8843551,15.089456712950325,8.7,8.6,0.461,8.9
Kenya,2003,Developing,52.4,437,74,0.9122827104766162,3.6069111579342574,73.0,4.189654742026425,15.5,115,75.0,4.45,73.0,14.5,436.6875357,15.043352123413015,8.8,8.8,0.45,8.2
Kenya,2002,Developing,52.1,437,76,0.9783261227936076,3.518587490947897,84.0,6.642486801367256,15.1,118,83.0,4.54,84.0,15.7,395.8493511,12.713341953093389,8.9,8.9,0.451,8.5
Kiribati,2014,Developing,66.1,2,0,0.009950330853168,4.59382540856506,75.0,0.0,24.52422633335621,0,79.0,1.21,75.0,0.1,1684.54274,9.346530726426447,0.1,0.1,0.597,11.9
Kiribati,2013,Developing,65.8,22,0,0.009950330853168,4.929130143073552,95.0,0.0,24.48168133622901,0,91.0,1.15,95.0,0.1,1724.361737,9.827470066112213,0.1,0.1,0.589,11.9
Kiribati,2012,Developing,65.7,24,0,0.009950330853168,5.000281716983576,94.0,0.0,24.467499670519945,0,92.0,1.37,94.0,0.1,1763.815497,9.718000992399016,0.1,0.1,0.581,11.9
Kiribati,2011,Developing,65.5,26,0,0.4252677354043441,3.448940616722666,95.0,0.0,24.439136339101804,0,95.0,1.42,99.0,0.1,1692.613277,9.5926733160273,0.1,0.1,0.585,11.9
Kiribati,2010,Developing,65.3,27,0,0.3920420877760237,2.955775228815133,91.0,0.0,24.410773007683662,0,95.0,1.52,91.0,0.1,1493.1651,9.445649620189265,0.1,0.1,0.584,11.9
Kiribati,2009,Developing,65.2,28,0,0.4317824164255378,5.095530033755399,86.0,0.0,24.3965913419746,0,84.0,12.24,86.0,0.1,1297.285141,7.358193752733032,0.1,0.1,0.576,11.9
Kiribati,2008,Developing,65.1,21,0,0.3784364357202451,5.127648582906868,83.0,0.0,24.382409676265528,0,74.0,12.23,82.0,0.1,1413.3234,9.194718991073223,0.2,0.1,0.572,11.6
Kiribati,2007,Developing,65.0,211,0,0.5187937934151675,5.245501214780518,96.0,0.0,24.36822801055646,0,93.0,13.66,94.0,0.1,1357.632211,11.475348200614862,0.2,0.1,0.574,11.8
Kiribati,2006,Developing,65.0,212,0,0.5653138090500605,2.9546278829137047,88.0,0.0,24.36822801055646,0,86.0,1.93,86.0,0.1,1151.555618,9.15133319139615,0.2,0.1,0.576,12.1
Kiribati,2005,Developing,64.9,213,0,0.4700036292457356,4.725077305513602,46.25,0.0,24.354046344847397,0,74.0,1.6,79.0,0.1,1214.556667,11.43308107096457,0.2,0.2,0.0,12.2
Kiribati,2004,Developing,64.8,214,0,0.3920420877760237,2.453095506513021,67.0,0.0,24.339864679138323,0,61.0,1.39,62.0,0.1,113.6286,9.163563180417254,0.2,0.2,0.0,12.4
Kiribati,2003,Developing,64.7,215,0,0.4054651081081644,1.0171901536330776,73.0,0.0,24.325683013429256,0,79.0,9.98,51.25,0.1,115.3865,11.395222426114016,0.2,0.2,0.0,11.6
Kiribati,2002,Developing,64.6,217,0,0.3987761199573678,4.273267603654815,79.0,0.0,24.311501347720185,0,96.0,9.1,77.0,0.1,826.58554,11.377609624021538,0.2,0.2,0.0,11.7
Kiribati,2001,Developing,64.3,219,0,0.4700036292457356,4.110412421331494,85.0,0.0,24.26895635059298,0,88.0,9.0,85.0,0.1,734.9492461,11.360461694843734,0.2,0.2,0.0,10.4
Kiribati,2000,Developing,64.1,222,0,0.3784364357202451,2.4911730837809176,46.25,0.0,24.24059301917484,0,52.5,8.12,51.25,0.1,796.7937634,9.041566627727496,0.2,0.2,0.0,10.0
Latvia,2014,Developed,74.4,156,0,0.009950330853168,7.341895937891436,92.0,3.610917912644224,25.70130458720891,0,92.0,5.88,92.0,0.1,15725.1374,14.505544397102453,2.2,2.2,0.822,16.0
Latvia,2013,Developed,74.1,161,0,2.4309783077624445,5.019341870949898,94.0,0.0,25.6587595900817,0,94.0,5.67,94.0,0.1,1532.22924,12.267393495511758,2.2,2.2,0.814,15.4
Latvia,2012,Developed,73.8,163,0,2.4168062370840686,7.213047992789179,83.25,1.3862943611198906,25.6162145929545,0,91.0,5.91,91.0,0.1,13822.8559,12.364442981501616,2.2,2.2,0.812,15.5
Latvia,2011,Developed,73.6,169,0,2.410542234499138,3.246818193617772,89.0,0.6931471805599453,25.58785126153636,0,92.0,6.1,92.0,0.1,1372.68947,10.165082290224593,2.2,2.3,0.81,15.8
Latvia,2010,Developed,72.8,18,0,2.379546134130174,7.01298834371844,91.0,0.0,25.474397935863813,0,92.0,6.55,92.0,0.1,11326.21947,12.6033577215479,2.2,2.3,0.815,16.0
Latvia,2009,Developed,72.6,184,0,2.3841650799864684,7.037575531336361,92.0,0.0,25.44603460444567,0,94.0,6.84,94.0,0.1,12219.37379,14.57709645649647,2.3,2.3,0.821,16.4
Latvia,2008,Developed,71.9,199,0,2.552565298261815,5.538916612087795,93.0,1.3862943611198906,25.346762944482197,0,94.0,6.63,94.0,0.1,16348.53121,14.593606698526616,2.3,2.4,0.819,16.3
Latvia,2007,Developed,78.0,221,0,2.574137783515943,5.14742711291665,91.0,0.0,26.21184455273538,0,94.0,7.1,94.0,0.1,1444.1589,10.013507197574675,2.4,2.4,0.814,16.2
Latvia,2006,Developed,75.0,229,0,2.4336133554004498,7.003291648658149,94.0,2.079441541679836,25.78639458146332,0,96.0,6.8,96.0,0.1,9667.9757,14.612277840540472,2.4,2.5,0.807,16.2
Latvia,2005,Developed,76.0,216,0,2.390595970316759,4.4764903188018135,99.0,1.0986122886681098,25.92821123855401,0,99.0,6.37,99.0,0.1,7558.7426,14.62145056599934,2.5,2.5,0.791,15.9
Latvia,2004,Developed,71.0,26,0,2.283402273577272,4.394854473754129,98.0,0.0,25.21912795310057,0,99.0,6.51,99.0,0.1,6351.8125,14.632256275767878,2.5,2.6,0.776,15.5
Latvia,2003,Developed,78.0,29,0,2.2235418856535927,6.171835225300158,98.0,0.0,26.21184455273538,0,98.0,6.15,98.0,0.1,5134.95694,14.64316940052768,2.6,2.6,0.761,15.2
Latvia,2002,Developed,73.0,219,0,2.132982308607866,5.933456703928588,98.0,0.0,25.502761267281947,0,98.0,6.29,97.0,0.1,4132.34927,12.35092595270922,2.7,2.7,0.746,14.8
Latvia,2001,Developed,69.9,228,0,2.038619547159581,5.808968487789348,96.0,0.6931471805599453,25.06312963030082,0,97.0,6.17,97.0,0.1,3572.8513,12.361870539383771,2.8,2.8,0.728,14.2
Latvia,2000,Developed,71.0,218,0,2.0955609235597192,5.676812281722708,95.0,0.0,25.21912795310057,0,96.0,6.0,96.0,0.1,3352.731296,12.37478535391621,2.8,2.8,0.716,13.7
Lebanon,2014,Developing,74.8,99,1,0.8415671856782186,4.951431043782792,81.0,4.727387818712341,25.758031250045185,1,75.0,6.39,81.0,0.1,8161.4614,13.241532119193014,4.8,4.9,0.763,13.3
Lebanon,2013,Developing,74.9,97,1,0.8285518175661483,2.7444531422929948,81.0,7.474204806496124,25.772212915754253,1,75.0,6.63,81.0,0.1,846.285153,13.176118339400436,4.8,4.8,0.766,13.3
Lebanon,2012,Developing,75.0,93,1,0.9282193027394288,5.0248845094441705,81.0,2.302585092994046,25.78639458146332,1,75.0,6.99,81.0,0.1,8787.94668,13.105512190320324,4.8,4.8,0.763,13.3
Lebanon,2011,Developing,75.0,93,1,0.9439058989071284,6.728703589580114,81.0,2.302585092994046,25.78639458146332,1,75.0,7.12,81.0,0.1,8734.9653,15.3390351811987,4.7,4.7,0.758,13.2
Lebanon,2010,Developing,74.9,94,1,0.947789398933526,6.692574483859991,81.0,2.5649493574615367,25.772212915754253,1,75.0,7.19,81.0,0.1,8763.826274,15.282726163807911,4.7,4.7,0.752,13.3
Lebanon,2009,Developing,74.7,95,1,0.9631743177730056,2.212701261545281,81.0,3.1354942159291497,25.743849584336115,1,75.0,7.42,81.0,0.1,5300.584023857143,15.24657678259114,4.7,4.7,0.746,13.2
Lebanon,2008,Developing,74.5,98,1,0.9820784724121582,4.250482532079801,81.0,3.218875824868201,25.715486252917977,1,75.0,8.7,81.0,0.1,712.775759,12.926708525982493,4.7,4.7,0.74,13.1
Lebanon,2007,Developing,74.4,98,1,1.000631880307906,2.2932346301520803,68.5,5.924255797414532,25.70130458720891,1,75.0,8.9,68.5,0.1,614.271115,13.094924346858411,4.7,4.6,0.731,12.9
Lebanon,2006,Developing,74.1,1,1,1.0367368849500225,6.283349468018527,78.0,6.863803391452954,25.6587595900817,1,75.0,8.83,78.0,0.1,5372.65899,10.730641012943806,4.7,4.6,0.733,13.2
Lebanon,2005,Developing,73.9,11,1,1.0784095813505905,6.447391551896717,77.0,6.428105272684596,25.630396258663566,1,74.0,8.42,77.0,0.1,5339.441291,15.198512755856846,4.7,4.6,0.0,13.7
Lebanon,2004,Developing,73.7,13,1,1.1314021114911006,6.428689085754386,75.0,5.365976015021851,25.60203292724543,1,74.0,8.91,75.0,0.1,5424.22356,15.167024015374546,4.7,4.6,0.0,14.2
Lebanon,2003,Developing,73.5,15,1,1.1600209167967532,6.270832770972506,74.0,6.267200548541362,25.57366959582729,1,74.0,9.3,74.0,0.1,5425.6697,12.825209926050247,4.8,4.7,0.0,14.8
Lebanon,2002,Developing,73.2,17,1,1.091923300517313,4.264538407775875,77.0,3.610917912644224,25.53112459870009,1,75.75,3.1274999999999986,77.0,0.1,5436.595223,15.07477747272934,4.8,4.7,0.0,15.2
Lebanon,2001,Developing,73.0,11,1,1.1600209167967532,6.23754994341054,68.5,2.19722457733622,25.502761267281947,1,73.75,3.1274999999999986,68.5,0.1,5253.122599,15.02740986440464,4.9,4.7,0.0,15.0
Lebanon,2000,Developing,72.7,112,1,1.181727195378616,6.00484449356579,83.0,1.791759469228055,25.460216270154746,1,75.75,3.1274999999999986,83.0,0.1,5334.93329,14.98965292615952,4.9,4.8,0.0,14.9
Lesotho,2014,Developing,52.1,522,4,0.009950330853168,5.094534013177475,93.0,0.0,32.0,6,32.25,1.7849999999999977,93.0,9.4,1174.839214,14.579016476790304,5.8,5.6,0.491,10.8
Lesotho,2013,Developing,52.1,518,4,0.009950330853168,5.039185916450545,93.0,6.248042874508429,31.4,6,32.25,11.7,93.0,9.6,1196.1335,14.565681532192167,6.1,5.9,0.484,11.1
Lesotho,2012,Developing,52.2,513,4,0.009950330853168,5.130696616633167,95.0,5.19295685089021,22.55297479979568,6,93.0,11.14,95.0,9.0,1281.516,12.577391344401285,6.4,6.2,0.479,11.0
Lesotho,2011,Developing,52.3,52,4,1.220829921392359,5.282316284314224,96.0,5.153291594497779,22.56715646550475,6,95.0,11.79,96.0,10.5,1352.38433,12.48433675789432,6.8,6.6,0.469,11.0
Lesotho,2010,Developing,51.1,527,4,1.3110318766193438,5.049026174572083,93.0,7.819636302367592,29.7,6,92.0,1.87,93.0,13.4,1173.26212,10.108548596299572,7.2,7.0,0.464,10.9
Lesotho,2009,Developing,49.4,566,4,1.3217558399823195,4.656950856988363,91.0,0.0,29.2,6,89.0,9.8,91.0,18.2,923.136931,9.995610841411931,7.6,7.4,0.453,10.8
Lesotho,2008,Developing,47.8,592,5,1.3217558399823195,4.531031896728657,88.0,0.0,28.8,6,86.0,8.85,88.0,27.3,934.428563,12.206042645080164,8.0,7.8,0.447,10.7
Lesotho,2007,Developing,46.2,633,4,1.3056264580524355,2.3208499866228194,34.25,1.0986122886681098,28.3,6,87.0,8.47,88.0,30.0,918.432717,14.499762291085847,8.4,8.3,0.44,10.6
Lesotho,2006,Developing,45.3,654,5,1.2837077723447896,4.278827338702971,91.0,0.6931471805599453,27.9,6,88.0,7.12,89.0,34.1,915.775754,14.491340150957528,8.8,8.7,0.437,10.7
Lesotho,2005,Developing,44.5,675,5,1.3001916620664788,4.075903864918096,87.0,0.0,27.4,6,88.0,6.3,89.0,34.8,862.9463118,14.483106057039809,9.3,9.2,0.437,10.7
Lesotho,2004,Developing,44.8,666,5,1.029619417181158,4.232853809867962,34.25,3.4657359027997265,26.9,7,89.0,6.96,80.5,34.6,781.5145936,14.47496082108194,9.7,9.7,0.439,10.7
Lesotho,2003,Developing,45.5,648,5,1.095273387402595,1.840692804259161,34.25,0.6931471805599453,26.4,7,32.25,7.13,80.5,33.8,1046.7609122181818,12.16471925984664,1.2,1.1,0.44,10.5
Liberia,2014,Developing,58.1,329,8,0.009950330853168,4.014109619975461,5.0,3.555348061489413,26.7,11,49.0,1.4,5.0,0.9,458.4651734,12.993934373995524,6.7,6.5,0.426,9.9
Liberia,2013,Developing,61.1,258,9,0.009950330853168,3.829704409117005,76.0,0.0,26.1,11,75.0,9.25,76.0,1.1,454.1222236,15.270932581486411,6.8,6.7,0.419,9.8
Liberia,2012,Developing,67.0,261,9,0.009950330853168,3.893836931501209,8.0,3.784189633918261,25.6,12,33.0,1.19,8.0,1.2,415.361958,15.246195897198966,7.0,6.9,0.416,9.6
Liberia,2011,Developing,62.0,266,9,1.551808799597464,4.118168205660799,77.0,5.634789603169249,25.0,12,77.0,11.23,77.0,1.5,379.689583,10.761470975549008,7.2,7.0,0.406,9.5
Liberia,2010,Developing,59.7,272,9,1.534714366238164,3.759117114263248,47.0,7.696667081526462,24.5,13,71.0,11.87,7.0,1.8,327.42597,15.188751593919855,7.4,7.2,0.403,9.6
Liberia,2009,Developing,59.2,277,10,1.55814461804655,1.88588261979185,64.0,1.9459101490553128,24.0,13,84.0,14.39,81.0,2.1,377.947038,15.153540978934585,7.6,7.4,0.4,9.7
Liberia,2008,Developing,58.6,281,10,1.5851452198650555,3.7143873627966935,64.0,0.6931471805599453,23.4,14,79.0,11.83,75.0,2.4,232.61732,15.113791403757972,7.7,7.6,0.394,9.8
Lithuania,2014,Developed,73.4,169,0,2.784393767689544,7.7019887337303965,94.0,2.4849066497880004,25.559487930118223,0,93.0,6.55,93.0,0.1,16554.97139,14.891320845708938,2.6,2.7,0.841,16.5
Lithuania,2013,Developed,73.0,178,0,2.7750856024383683,7.5856958311141245,93.0,3.58351893845611,25.502761267281947,0,93.0,6.59,93.0,0.1,15712.82376,14.899919116220016,2.7,2.7,0.834,16.4
