Country,Year,Life expectancy,Adult Mortality,Polio,Diphtheria,Hepatitis B,Total expenditure,percentage expenditure,Measles,Population,Alcohol
Dominican Republic,2006,72.3,178.0,88.0,89.0,84.0,4.34,352.9551269,0.0,16.053166546886498,1.9740810260220096
Dominican Republic,2005,69.7,28.0,86.0,87.0,87.0,4.26,289.7418649,0.0,16.038789097256945,1.9035989509835904
Dominican Republic,2004,69.3,210.5,66.0,79.0,82.0,4.28,182.6162515,0.0,13.724490064286254,1.8180767775454285
Dominican Republic,2003,73.0,22.0,65.0,79.0,79.0,5.53,293.0196601,0.0,13.706562503667225,1.9906103279732201
Dominican Republic,2002,71.4,189.0,74.0,82.0,63.0,5.79,4.67359227,0.0,15.993924429221098,2.005525858729668
Dominican Republic,2001,71.2,188.0,71.0,72.25,66.0,5.59,340.0239945,4.736198448394496,15.97850329920186,1.9643112344262046
Dominican Republic,2000,72.0,176.0,71.0,78.0,68.0,5.9,44.79247812,5.537334267018537,15.962917126412947,2.0255131996542803
Ecuador,2014,76.0,121.0,84.0,83.0,83.0,7.42,79.11626341,0.0,14.281200521718516,1.572773928062509
Ecuador,2013,76.0,121.0,87.0,87.0,87.0,7.29,59.12850204,0.0,16.566719094216246,1.5623463049002497
Ecuador,2012,75.5,127.0,85.0,87.0,88.0,6.48,41.88087712,4.290459441148391,16.551154330535535,1.5933085305042167
Ecuador,2011,75.3,131.0,85.0,88.0,88.0,5.92,344.7412164,5.552959584921617,16.53531513821317,1.6074359097634274
Ecuador,2010,75.0,134.0,88.0,91.0,59.0,5.9,367.9285652,0.0,14.216612829392698,1.599387576580599
Ecuador,2009,75.1,137.0,91.0,94.0,91.0,5.58,282.1440066,0.0,16.502764406188547,1.5830939370944985
Ecuador,2008,74.6,139.0,94.0,96.0,93.0,5.66,197.9303077,0.6931471805599453,16.486036307780587,1.5602476682433286
Ecuador,2007,74.7,28.980000000000004,95.0,96.0,94.0,5.94,19.60467787,0.0,14.170000917435031,1.5325568680981427
Ecuador,2006,74.4,144.0,92.0,96.0,96.0,5.86,19.13983284,0.0,14.149657951373403,1.5085119938441398
Ecuador,2005,74.2,151.0,89.0,92.0,92.0,5.87,18.09317114,0.0,16.43547491413377,1.5129270120532565
Ecuador,2004,74.4,148.0,74.0,88.0,88.0,6.22,16.37920405,0.0,14.122736400682232,1.536867219599265
Ecuador,2003,74.4,151.0,97.0,87.0,82.0,6.46,18.26183281,0.0,14.099908744359585,1.5454325824581878
Ecuador,2002,73.6,157.0,88.0,88.0,75.0,4.62,187.3843511,0.0,9.52711997525166,1.5851452198650557
Ecuador,2001,73.4,158.0,74.0,89.0,69.0,4.540000000000001,14.5887403,1.0986122886681098,16.36906882101726,1.6351056591826783
Ecuador,2000,72.8,162.3,83.0,87.0,59.0,4.540000000000001,84.17527008,0.0,16.351474403437386,1.6074359097634274
El Salvador,2014,73.3,181.0,93.0,94.0,93.0,6.77,665.7260253,0.0,15.653070010939194,1.2584609896100056
El Salvador,2013,73.0,184.0,92.0,92.0,92.0,6.95,653.6925016,0.0,13.34675095459737,1.2296405510745139
El Salvador,2012,73.0,181.0,93.0,92.0,92.0,6.7,591.7757569,0.0,15.643480926936581,1.247032293786383
El Salvador,2011,72.0,197.0,80.0,89.0,89.0,6.81,549.2783081,0.0,13.336275651284486,1.2149127443642704
El Salvador,2010,72.0,191.0,89.0,89.0,89.0,6.91,469.3904193,0.0,15.634338189911606,1.2119409739751128
El Salvador,2009,71.4,23.0,91.0,91.0,91.0,6.83,416.4338399,0.0,15.629891716412597,1.2669476034873244
El Salvador,2008,71.7,194.0,98.0,98.0,98.0,6.21,53.95949877,0.0,11.020790739647728,1.3029127521808397
El Salvador,2007,71.2,23.0,99.0,99.0,99.0,6.32,52.30172215,0.0,13.434946821142674,1.3428648031925547
El Salvador,2006,75.0,211.0,96.0,96.0,96.0,6.68,57.74562629,0.0,13.394645984399201,1.3270750014599193
El Salvador,2005,71.0,213.0,89.0,89.0,89.0,7.19,440.6027042,0.0,13.351826120503086,1.3270750014599193
El Salvador,2004,70.0,215.0,80.0,80.0,80.0,7.3,398.6058322,0.0,8.821142236331891,1.3609765531356006
El Salvador,2003,69.9,29.0,93.0,94.0,94.0,7.61,400.1342971,0.0,15.602514738708468,1.410986973710262
El Salvador,2002,73.0,24.0,81.0,81.0,81.0,7.9,29.68529375,0.0,10.992621732170127,1.3787660946990992
El Salvador,2001,68.9,218.86,94.0,92.0,80.0,8.2,332.1056586,1.0986122886681098,13.297933863583498,1.355835153635182
El Salvador,2000,69.0,218.0,98.0,99.0,99.0,8.17,353.6690328,0.0,15.584960851125821,1.332366019094335
Equatorial Guinea,2014,57.9,32.0,24.0,2.0,2.0,3.8,13.40477417,2.6390573296152584,13.93721921162313,0.009950330853168083
Eritrea,2011,62.9,286.0,96.0,96.0,96.0,3.6,20.910118743625,3.8918202981106265,13.011364775343681,0.4824261492442927
Eritrea,2010,62.1,298.0,86.375,84.875,77.125,3.24,17.35739784,3.9512437185814275,10.691603945686776,0.4762341789963716
Eritrea,2009,61.4,311.0,92.0,92.0,92.0,3.3,1.575160196,4.418840607796598,12.974640329355044,0.48858001481867097
Eritrea,2008,67.0,322.0,94.0,94.0,94.0,3.69,11.76572311,0.0,15.258335761042067,0.3987761199573678
Eritrea,2007,62.0,329.0,91.0,91.0,91.0,3.29,11.42385961,4.02535169073515,15.239421702398646,0.8020015854720274
Eritrea,2006,59.7,336.0,94.0,94.0,94.0,3.3,10.60269773,4.859812404361672,13.053332648057921,0.6780335427498971
Eritrea,2005,59.4,56.68,96.0,96.0,96.0,2.97,5.064688968,2.995732273553991,10.589056087572523,0.7275486072772778
Eritrea,2004,59.1,342.0,98.0,98.0,84.0,3.14,10.26097341,3.2188758248682006,15.165821201204158,0.49469624183610705
Eritrea,2003,58.8,343.0,95.0,93.0,91.0,3.5,6.913998013,5.932245187448011,15.134132425514506,0.44468582126144574
Eritrea,2002,58.5,343.0,92.0,84.875,86.0,4.05875,0.703132179,6.133398042996649,15.10050282355384,0.6043159668533294
Estonia,2014,77.3,122.5,93.0,93.0,93.0,6.38,2700.07305,0.0,14.089001916834196,0.009950330853168083
Estonia,2013,76.9,127.0,94.0,94.0,93.0,6.48,261.2914808,1.0986122886681098,14.091624476592756,0.009950330853168083
Estonia,2012,76.3,135.0,94.0,94.0,94.0,6.36,2263.103797,1.6094379124341003,14.095183391923564,0.009950330853168083
Estonia,2011,76.1,138.0,93.0,93.0,94.0,5.83,2146.945741,2.0794415416798357,14.09876283333667,0.009950330853168083
Estonia,2010,75.6,137.0,94.0,94.0,94.0,6.25,1802.017593,0.0,14.101798659289598,2.770711962226921
Estonia,2009,74.9,156.0,95.0,95.0,95.0,6.93,1717.088711,0.0,14.104079237264022,2.7750856024383683
Estonia,2008,74.2,167.0,95.0,95.0,94.0,6.6,225.0723618,0.0,9.50151633368222,2.8898160479624417
Estonia,2007,73.0,189.0,95.0,95.0,95.0,5.16,1904.12469,0.6931471805599453,9.508146027598816,2.9375733593804587
Estonia,2006,73.0,188.0,95.0,95.0,95.0,5.1,244.3510801,3.332204510175204,11.8106717231796,2.866761892257031
Estonia,2005,72.8,189.0,96.0,96.0,95.0,5.2,153.5045263,1.0986122886681098,14.119146684976993,2.804571768092832
Estonia,2004,72.3,194.4,95.0,94.0,91.25,5.13,101.1201161,0.0,11.82229074825315,2.776954179749421
Ethiopia,2014,64.2,234.0,75.0,77.0,77.0,4.88,89.95805845,9.452501929126154,18.3939955913219,0.009950330853168083
Ethiopia,2013,63.7,237.0,7.0,72.0,72.0,5.19,8.313282039,8.566744970245486,18.368204908533436,1.0508216248317612
Ethiopia,2012,63.3,241.0,7.0,69.0,69.0,5.77,86.82551124,8.3774712482411,18.342115604137604,1.0438040521731147
Ethiopia,2011,62.6,249.0,7.0,65.0,65.0,6.55,67.77565369,8.08825472712243,13.76079773945205,0.8415671856782186
Ethiopia,2010,61.8,261.0,69.0,61.0,62.0,6.86,67.73374413,8.351374706721296,13.684567811901243,0.8501509293696101
Ethiopia,2009,68.0,274.0,65.0,58.0,56.0,4.41,53.77354001,7.0707241072602764,18.2630469685176,0.7747271675523681
Ethiopia,2008,59.8,287.95,63.0,54.0,52.0,4.28,38.55783268,8.163940954755008,18.23657631478556,0.7561219797213337
Ethiopia,2007,58.5,52.650000000000006,61.0,37.875,47.0,4.69,30.46451811,7.277247726631484,9.005773206234908,0.7227059828014898
Fiji,2014,69.7,19.0,99.0,99.0,99.0,4.49,50.539484,0.0,11.39174039896543,0.009950330853168083
Fiji,2013,69.6,192.0,99.0,99.0,99.0,4.26,460.6487805,0.0,13.68735440709401,0.009950330853168083
Fiji,2012,69.4,195.0,99.0,99.0,99.0,4.16,431.4854874,0.0,13.680374449900947,0.009950330853168083
Fiji,2011,69.2,197.0,99.0,99.0,99.0,4.6,401.7931045,0.0,11.371212119846604,0.009950330853168083
Fiji,2010,69.1,4.380000000000001,99.0,99.0,99.0,4.23,62.08343533,0.0,11.362056062526039,1.1786549963416462
Fiji,2009,68.9,23.0,99.0,99.0,99.0,4.26,60.65068446,0.6931471805599453,13.65530424642066,1.1969481893889715
Fiji,2008,68.7,26.0,99.0,99.0,99.0,3.68,81.04656111,0.0,11.342552241692115,1.0818051703517284
Fiji,2007,68.6,29.0,99.0,99.0,99.0,3.74,5.889526221,0.0,13.63496302665617,1.128171090909654
Fiji,2006,68.5,211.0,98.0,98.0,99.0,3.84,52.1241634,4.919980925828125,13.62605803616751,1.1184149159642893
Fiji,2005,68.3,214.0,97.0,96.0,99.0,3.61,64.39203443,0.0,13.619274238331027,1.1052568313867783
Fiji,2004,68.1,218.0,96.0,95.0,99.0,3.61,43.99452464,3.6375861597263857,13.61505150677056,0.9669838461896731
Fiji,2003,68.0,22.0,95.0,94.0,99.0,3.35,253.8196705,5.723585101952381,13.612940170340147,1.0152306797290584
Fiji,2002,67.9,22.0,94.0,93.0,99.0,3.48,206.071686,5.720311776607412,13.611792111713301,1.0473189942805592
Fiji,2001,67.8,221.0,92.0,91.0,98.0,3.28,20.7119129,2.8903717578961645,13.609984650568473,1.0750024230289759
Fiji,2000,67.7,221.0,91.0,87.75,98.0,3.87,31.25834616,0.0,13.60629949718022,1.1151415906193203
France,2014,82.2,79.0,98.0,98.0,83.0,11.54,6739.677606,5.5909869805108565,18.01018236013737,2.5257286443082556
France,2013,82.0,81.0,99.0,99.0,74.0,11.56,6646.953935,5.60947179518496,15.702558691613685,2.4932054526026954
France,2012,81.5,83.0,99.0,99.0,78.0,11.44,751.3793553,0.0,15.697412331044518,2.5257286443082556
France,2011,81.7,83.0,99.0,99.0,74.0,11.33,683.9190568,9.612466578818832,17.995157463999295,2.5494451709255714
France,2010,81.3,86.0,99.0,99.0,65.0,11.2,72.8001211,8.526945482858915,15.691536571127548,2.5416019934645457
France,2009,81.1,88.0,98.0,98.0,51.0,11.28,6415.35735,7.340835554123275,13.381252379367162,2.5494451709255714
France,2008,89.0,88.0,98.0,98.0,47.0,1.57,7002.785925,6.405228458030842,15.677650823954128,2.5572273113676265
France,2007,89.0,89.0,99.0,98.0,42.0,1.45,64.73714894,3.6888794541139363,15.674341275766267,2.580216829592325
France,2006,86.0,92.0,99.0,99.0,39.0,1.53,5689.991931,3.713572066704308,17.968460088188106,2.5952547069568657
France,2005,81.0,93.0,98.0,98.0,35.0,1.6,5451.701225,3.6109179126442243,17.961488176015138,2.580216829592325
France,2004,82.0,94.0,99.0,98.0,35.0,1.53,5291.234786,8.400434630806041,15.652067787869928,2.6518325211039815
France,2003,79.3,98.3,96.5,97.0,28.0,1.43,4572.441963,0.0,17.946586921258362,2.673458756332591
France,2002,79.2,11.28,97.0,97.0,29.0,1.22,3779.655273,8.55371796609861,15.637680893508621,2.6932749155200555
France,2001,79.0,13.0,98.0,97.0,28.0,9.89,3451.185079,0.0,17.932226862778514,2.7006898466959175
France,2000,78.8,13.0,98.0,97.0,26.0,9.77,3410.284431,9.210440366976517,15.748841780147256,2.683074215032033
Gabon,2014,65.5,237.0,68.0,7.0,20.875,3.44,715.2816939,3.5263605246161616,14.444499944900729,0.009950330853168083
Gabon,2013,64.6,255.0,77.0,79.0,79.0,3.98,154.8758879,4.812184355372417,14.412847033478032,2.288486168614544
Gabon,2012,63.5,276.0,10.25,82.0,82.0,3.13,805.3925284,1.0986122886681098,14.3790147761465,2.2300144001592104
Gabon,2011,62.8,289.0,75.0,75.0,75.0,3.12,133.5223672,1.0986122886681098,12.041858161745251,2.2925347571405443
Gabon,2010,62.3,294.0,68.0,67.0,67.0,3.41,145.318282,0.6931471805599453,9.706377178268735,2.2874714551839976
Gabon,2009,61.7,31.54,74.0,76.0,79.0,3.43,52.31086276,0.0,14.277201608258757,2.265921108622454
Gabon,2008,61.6,297.64,81.0,82.0,82.0,2.54,11.05422474,1.3862943611198906,14.24496038588941,2.277267285009756
Gabon,2007,61.6,291.0,78.0,81.0,75.0,2.86,545.4389573,0.0,14.213745591963718,2.3045830956567186
Gabon,2006,61.4,288.0,44.0,45.0,52.0,2.88,40.53719812,4.51085950651685,14.183512607339228,2.1983350716202463
Gabon,2005,65.0,37.0,44.0,45.0,28.0,2.76,353.2438029,0.0,11.871487626992135,2.1656192379208883
Georgia,2014,74.5,125.0,91.0,91.0,91.0,7.42,221.482875,8.067462667010057,8.223627175805483,1.9643112344262046
Georgia,2013,74.5,128.0,94.0,93.0,96.0,7.25,180.3787034,8.971194463184467,8.236685322712457,1.9329696377795786
Georgia,2012,74.2,13.0,93.0,92.0,92.0,8.57,158.2576025,3.4657359027997265,8.249575150000199,2.1644717908644115
Georgia,2011,73.9,127.0,88.0,94.0,89.0,9.38,198.94876,4.174387269895637,8.262558973010657,2.2126603854660587
Georgia,2010,73.8,132.0,88.0,92.0,95.0,5.459999999999999,194.1732658,3.1354942159291497,8.27563105457801,2.1090003439213802
Georgia,2009,73.2,133.0,93.0,88.0,54.0,5.459999999999999,18.5314303,3.1780538303479458,8.288785810426928,2.0360119837525
Georgia,2008,73.9,128.0,68.75,92.0,89.0,8.99,151.762567,4.04305126783455,3.784189633918261,2.1004689088719113
Georgia,2007,74.4,12.14,88.0,98.0,94.0,8.17,106.164686,3.8066624897703196,6.180016653652572,2.2669579153508947
Georgia,2006,73.9,126.0,89.0,88.0,84.0,8.39,110.1138286,5.814130531825066,8.327726166461412,1.9712993830601329
Georgia,2005,73.9,128.0,82.0,82.0,79.0,8.6,9.444875415,7.213031659834869,6.040254711277414,1.7404661748405046
Georgia,2004,72.3,134.0,68.75,78.0,64.0,8.53,7.132564768,8.831711917821577,8.353732642263202,1.556037135706985
Georgia,2003,72.7,132.0,74.0,75.0,48.0,8.49,70.54185252,5.37989735354046,6.068425588244111,1.4724720573609429
Georgia,2002,71.7,140.88,89.0,84.0,51.0,8.72,60.55818291,5.298317366548036,8.379768515504566,1.3137236682850553
Georgia,2001,73.0,121.0,83.0,87.0,61.0,7.82,57.10318825,3.58351893845611,10.688872014562484,1.324418957401803
Georgia,2000,71.8,129.0,81.0,69.5,55.0,6.94,47.81704183,3.9318256327243257,10.696118011581023,1.4539530095937052
Germany,2014,89.0,69.0,94.0,95.0,88.0,11.3,941.7562909,6.095824562432225,11.405629744677892,2.4874035299865875
Germany,2013,86.0,71.0,94.0,95.0,88.0,11.16,895.8779503,7.4798641311650265,13.669982925899298,2.479894107964456
Germany,2012,86.0,71.0,94.0,95.0,88.0,1.99,839.91332,5.117993812416755,15.946811833574488,2.4997952622817508
Germany,2011,85.0,74.0,94.0,95.0,88.0,1.93,869.790735,7.382746449738912,15.928747545690788,2.501435951739211
Germany,2010,81.0,76.0,94.0,95.0,88.0,11.25,7584.078579,6.660575149839686,15.916920761745192,2.501435951739211
Germany,2009,80.0,79.0,95.0,96.0,88.0,11.4,7641.270645,6.354370040797351,13.6161299189103,2.503073953743449
Germany,2008,79.9,8.14,95.0,96.0,87.0,1.39,8285.264655,6.822197390620491,13.618519528663647,2.514465452029545
Germany,2007,79.8,82.0,95.0,96.0,86.0,1.18,7777.556353,6.342121418721152,18.22547299162897,2.5257286443082556
Germany,2006,79.6,84.0,94.0,96.0,87.0,1.34,6407.535954,7.744136627627991,18.226810177338727,2.546315277916644
Germany,2005,79.2,85.0,95.0,96.0,83.0,1.52,6012.92584,6.658011045870748,18.227938152301494,2.5392369943330477
Germany,2004,79.1,86.0,96.0,96.0,88.0,1.37,5842.374765,4.804021044733257,15.925920950988322,2.551786178627545
Germany,2003,78.5,9.0,96.0,97.0,83.0,1.62,582.6157028,6.659293919683638,18.22872303218683,2.558776498354456
Germany,2002,78.4,91.0,97.0,93.5,87.0,1.4,437.1059663,8.446341450444287,18.228169399157668,2.583997552432231
Germany,2001,78.3,92.0,96.0,93.5,86.0,1.15,4057.637383,8.703672758358856,18.226488115983997,2.599722324216582
Germany,2000,78.0,94.58,94.0,93.5,84.0,1.1,4238.540035,0.0,15.92222175466005,2.6326080059353516
Ghana,2014,62.1,253.0,93.0,98.0,98.0,3.56,97.67794571,4.8283137373023015,17.109959943343863,0.009950330853168083
Ghana,2013,61.9,254.0,91.0,54.0,9.0,4.63,28.66897829,5.768320995793772,17.086836583745523,0.009950330853168083
Ghana,2012,61.6,257.0,91.0,92.0,92.0,4.79,151.899429,7.3864708488298945,14.760719109995813,0.009950330853168083
Ghana,2011,61.2,263.0,91.0,91.0,91.0,4.81,225.2219474,4.795790545596741,17.039246433629852,0.9707789171582248
Ghana,2010,69.0,267.0,94.0,94.0,94.0,5.33,195.9824626,6.464588303689961,14.712094377961382,0.9895411936137477
Ghana,2009,66.0,271.0,94.0,94.0,94.0,5.17,30.72290501,4.624972813284271,14.688405987199047,1.0152306797290584
Ghana,2008,63.0,275.0,92.0,93.0,93.0,4.85,161.0106435,4.418840607796598,14.661320883949138,1.0224509277025458
Ghana,2007,59.9,28.36,94.0,94.0,94.0,5.3,3.181373629,1.9459101490553132,12.333643182502087,0.8109302162163288
Ghana,2006,59.4,288.0,84.0,84.0,84.0,4.64,129.0263364,6.042632833682381,16.911695493339906,0.9932517730102833
Ghana,2005,58.9,295.03999999999996,85.0,84.0,84.0,4.51,78.71123825,6.077642243349034,12.280391309772472,0.9162907318741551
Ghana,2004,58.3,34.0,81.0,54.0,8.0,3.96,53.23775977,4.110873864173311,14.909625080161966,0.9001613499442714
Ghana,2003,57.9,38.0,70.5,54.0,8.0,3.12,31.09435342,7.570443252057374,14.710284658476157,0.9282193027394289
Ghana,2002,57.6,31.0,70.5,78.0,8.0,3.7,3.336437969,9.416541202560081,16.80746184257984,0.9555114450274363
Greece,2014,88.0,73.0,99.0,99.0,96.0,8.8,2163.043414,0.6931471805599453,14.45336382072487,2.143589361503588
Greece,2013,86.0,74.0,99.0,99.0,98.0,9.26,2183.106986,1.3862943611198906,14.491110685506715,2.135349173618132
Greece,2012,84.0,76.0,99.0,99.0,98.0,9.24,2528.992935,1.3862943611198906,11.648434899978378,2.2192034840549946
Greece,2011,85.0,76.0,99.0,99.0,95.0,9.77,3192.887363,3.713572066704308,13.924275272755663,2.199444334074532
Greece,2010,83.0,76.0,99.0,99.0,95.0,9.18,3189.754439,5.0106352940962555,16.224376522958284,2.302585092994046
Greece,2009,80.0,78.0,99.0,99.0,95.0,9.76,372.6854142,1.0986122886681098,11.62373311800127,2.3105532626432224
Greece,2008,79.9,77.0,99.0,99.0,95.0,9.76,3682.88717,0.6931471805599453,13.97919450856135,2.3523271848888596
Greece,2007,79.4,17.1,99.0,99.0,95.0,9.41,3632.243121,1.0986122886681098,13.95394466263127,2.367436065313662
Greece,2006,79.7,77.0,98.0,98.0,94.0,9.34,318.5806628,0.0,11.629489980754945,2.343727036325221
Greece,2005,79.3,81.0,96.0,96.0,93.0,9.36,2785.139364,4.812184355372417,14.502295039417241,2.3933394562625097
Greece,2004,79.2,81.0,95.0,95.0,92.0,8.3,287.6124519,0.6931471805599453,14.485973383034962,2.3570732782781154
Greece,2003,79.1,81.0,93.0,94.0,92.0,8.61,2124.921517,0.0,9.867238419861007,2.347558458636777
Greece,2002,79.0,81.0,92.0,92.0,91.0,8.72,160.8897265,1.791759469228055,9.86386275775286,2.2071749081893874
Greece,2001,78.7,83.0,86.5,91.0,87.5,8.47,1403.022211,2.5649493574615367,14.437233162839679,2.263844264677615
Greece,2000,78.2,83.86,89.0,89.0,89.0,7.6,122.1823517,4.04305126783455,9.830325286907144,2.2491843162669305
Guatemala,2014,71.7,187.0,70.375,73.5,73.5,6.2,609.1569590875001,0.0,16.583310331472166,1.0577902941478545
Guatemala,2013,71.4,189.0,84.0,85.0,85.0,6.3,582.1469583,0.0,16.562538814575653,1.0750024230289759
Guatemala,2012,71.3,189.0,94.0,96.0,96.0,6.33,484.7187892,0.0,14.238918394894613,1.1052568313867783
Guatemala,2011,71.1,193.0,88.0,88.0,88.0,6.28,457.7745845,0.0,16.520149614388803,1.1505720275988207
Guatemala,2010,77.0,196.0,94.0,94.0,94.0,6.64,443.3248254,0.0,14.196285353479421,1.144222799920162
Guatemala,2009,76.0,197.82,92.0,92.0,92.0,6.79,445.4423371,0.0,14.174323514723879,1.144222799920162
Guatemala,2008,79.0,19.45,96.0,95.0,95.0,6.65,472.2234994,0.0,11.893872445264668,1.1662709371419244
Guatemala,2007,75.0,192.0,85.0,85.0,85.0,6.86,380.9632429,0.0,11.8298289040978,1.2237754316221157
Guatemala,2006,69.7,24.0,70.375,89.0,89.0,7.51375,352.0244894,0.0,11.805438350233837,1.2178757094949273
Guatemala,2005,69.2,28.0,87.0,87.0,87.0,6.79,268.99164618749995,0.0,11.846744184125878,1.208960345836975
Guinea,2014,58.1,298.86,42.0,51.0,51.0,5.64,50.57976483,5.170483995038151,11.683174440529914,0.009950330853168083
Guinea,2013,58.8,284.0,63.0,63.0,63.0,5.49,5.140668848,3.9889840465642745,16.261036535139493,0.009950330853168083
Guinea,2012,58.4,288.0,63.0,62.0,62.0,5.39,4.344930862,1.9459101490553132,16.23867211469232,0.009950330853168083
Guinea,2011,58.1,29.28,63.0,63.0,63.0,4.73,42.2547904,2.4849066497880004,11.639716693637851,0.1988508587451652
Guinea,2010,57.8,291.0,62.0,64.0,64.0,4.55,29.74734049,3.828641396489095,12.097473558021829,0.18232155679395465
Guinea,2009,57.3,297.0,18.0,57.0,57.0,3.85,24.84763562,5.579729825986222,14.257966330411652,0.16551443847757338
Guinea,2008,56.8,33.0,59.0,44.25,57.0,3.21,19.68510257,4.499809670330265,14.095520524935557,0.19062035960864973
Guinea,2007,56.4,36.0,46.0,63.0,57.0,3.8,1.399626733,1.3862943611198906,12.189577343000977,0.17395330712343804
Guinea-Bissau,2014,58.4,282.0,87.0,87.0,87.0,5.59,50.06053544,0.6931471805599453,14.361169399270493,0.009950330853168083
Guinea-Bissau,2013,58.1,279.15,87.0,87.0,87.0,6.14,8.20063742,0.0,14.335194431331205,0.009950330853168083
Guinea-Bissau,2012,57.6,285.0,87.0,87.0,87.0,5.96,0.948526366,0.0,14.309072009828263,0.009950330853168083
Guinea-Bissau,2011,57.1,288.95,85.0,86.0,86.0,5.46,40.45367358,0.0,14.283108170070749,1.5195132049061133
Guinea-Bissau,2010,56.7,287.0,82.0,83.0,83.0,6.7,53.30782696,3.295836866004329,11.95497319414008,1.43746264769429
Guinea-Bissau,2009,56.3,288.0,78.0,78.875,78.875,6.81,47.12969266,0.0,14.23254119344329,1.2669476034873244
Guyana,2014,66.0,217.0,97.0,98.0,98.0,5.25,4.141293345,0.0,13.545529559686797,2.1564025828159643
Guyana,2013,65.9,218.0,98.0,98.0,98.0,5.1,345.9044258,0.0,11.236934781108031,2.1471001901536506
Guyana,2012,65.8,22.26,97.0,97.0,97.0,6.57,497.4719464,0.0,11.230456447571203,2.1482677326096886
Guyana,2011,65.6,229.0,93.0,93.0,93.0,6.8,536.2332523,0.0,8.921591063563978,2.1471001901536506
Guyana,2010,65.9,221.0,95.0,95.0,95.0,6.6,48.02859441,0.0,13.523227249375925,2.1424163408412245
Guyana,2009,66.1,218.0,97.0,98.0,98.0,7.32,466.6693698,0.0,13.522070607368365,2.138889000323256
Guyana,2008,66.3,218.0,93.0,93.0,93.0,7.46,493.3279293,0.0,13.52290304207333,2.1186622548331173
Guyana,2007,65.7,232.0,94.0,94.0,94.0,6.45,362.8702271,0.0,13.524984445060758,2.1041341542702074
Guyana,2006,65.2,24.0,92.0,93.0,93.0,4.67,170.6325842,0.0,11.224736597452853,2.0844290831908747
Guyana,2005,65.0,238.0,93.0,93.0,93.0,5.83,17.46405901,0.0,11.23779100757295,2.122261538862764
Guyana,2004,65.1,237.0,91.0,91.0,91.0,5.73,1.776181042,0.0,13.530030060267332,2.179286876649552
Guyana,2003,65.3,237.0,91.0,84.0,84.0,5.97,16.47949015,0.0,13.530302755314153,2.189416394888408
Guyana,2002,65.3,244.0,93.0,91.0,91.0,5.84,10.9363388,0.0,13.530338665705761,2.166765369851511
Guyana,2001,65.4,246.60999999999999,85.875,85.0,85.0,5.82,15.54978677,0.0,13.530842605153277,2.0425181875752383
Haiti,2014,63.1,245.08,55.0,48.0,48.0,7.56,5.103249438,0.0,14.268156281644956,0.009950330853168083
Haiti,2013,62.7,252.92,67.0,68.0,68.0,8.1,4.989712322,0.0,14.174426888119152,1.8991179875485542
Honduras,2014,74.5,149.0,97.0,97.0,97.0,8.72,345.3776344,0.0,13.698096579198017,1.3532545070416904
Honduras,2013,74.3,15.14,97.0,97.0,97.0,9.15,311.7553193,0.0,15.973969589653874,1.413423028508143
Honduras,2012,74.1,151.0,97.0,97.0,97.0,9.78,363.5721644,0.0,13.659613186892983,1.413423028508143
Honduras,2011,73.9,153.0,97.0,97.0,97.0,8.57,32.16407994,0.0,11.332805482931114,1.410986973710262
Honduras,2010,73.6,156.0,97.0,97.0,97.0,8.45,302.1057507,0.0,15.919007802133224,1.410986973710262
Honduras,2009,73.4,157.0,97.0,97.0,97.0,8.84,286.1211446,0.0,11.332865349189909,1.4060969884160703
Honduras,2008,73.2,159.0,93.0,93.0,92.0,8.4,231.9112915,0.0,15.878906428641264,1.420695787837223
Honduras,2007,73.0,16.0,94.0,94.0,93.0,7.89,222.4823338,0.0,13.564447098188138,1.425515074273172
Honduras,2006,72.8,161.0,94.0,95.0,94.0,7.63,192.9297829,0.0,13.533342588200023,1.4422019930581866
Honduras,2005,72.5,163.0,98.0,98.0,97.0,7.81,203.7134882,0.0,13.510809819397725,1.4422019930581866
Honduras,2004,72.2,165.0,94.0,94.0,93.0,7.89,188.2499208,0.0,13.49275935593121,1.3912819026309295
Honduras,2003,71.9,166.0,92.0,92.0,91.0,8.29,194.4335736,0.0,13.506021771375131,1.3962446919730587
Honduras,2002,71.6,169.0,95.0,95.0,94.0,7.28,154.8636161,0.0,15.74167824362781,1.4085449700547104
Honduras,2001,71.3,171.0,99.0,96.0,95.0,6.88,15.36175284,0.0,13.414080298893785,1.3190856114264407
Honduras,2000,71.0,173.57999999999998,89.5,94.0,93.0,6.63,28.80831098,0.0,15.69104177335129,1.2837077723447896
India,2014,68.0,184.0,84.0,85.0,79.0,4.564999999999999,86.52153895,11.284317008224951,20.980895290636838,1.4036429994545037
India,2013,67.6,187.0,82.0,83.0,7.0,4.53,67.67230438,9.534089150464357,18.666416971850953,1.413423028508143
India,2012,67.3,19.0,79.0,82.0,73.0,4.39,64.96964491,9.834619673237327,18.654691852863404,1.410986973710262
India,2011,66.8,193.0,79.0,82.0,44.0,4.33,64.6059005,10.423322470459706,18.641610887485886,1.3862943611198906
India,2010,66.4,196.0,76.0,79.0,38.0,4.28,57.73359864,10.356440389711647,16.333101541140483,1.3270750014599193
India,2009,66.0,3.7,73.0,74.0,37.0,4.38,0.844186331,10.93647628718689,18.614824912440806,1.252762968495368
